nabíjecí_stanice,nabíjení_interval_začátek_datum_a_čas,nabíjení_interval_konec_datum_a_čas,spotřeba_hodnota,spotřeba_jednotka
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-02-01T16:08:00,2019-02-01T16:18:00,1.099,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/zasuvka-230v,2019-02-12T21:34:00,2019-02-12T21:39:00,0.001,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/zasuvka-230v,2019-02-12T21:33:00,2019-02-12T21:34:00,0.001,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/zasuvka-230v,2019-02-12T21:30:00,2019-02-12T21:30:00,0.001,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/zasuvka-230v,2019-02-12T21:25:00,2019-02-12T21:30:00,0.001,KWH
https://data.zdarns.cz/zdroj/stará-radnice/stojan-1,2019-02-12T21:34:00,2019-02-12T21:39:00,0.001,KWH
https://data.zdarns.cz/zdroj/stará-radnice/stojan-1,2019-02-12T21:33:00,2019-02-12T21:34:00,0.001,KWH
https://data.zdarns.cz/zdroj/stará-radnice/stojan-1,2019-02-12T21:30:00,2019-02-12T21:30:00,0.001,KWH
https://data.zdarns.cz/zdroj/stará-radnice/stojan-1,2019-02-12T21:25:00,2019-02-12T21:30:00,0.001,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-03-31T08:43:00,2019-03-31T11:11:00,41.983,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-03-30T11:32:00,2019-03-30T12:09:00,1.859,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-03-29T16:41:00,2019-03-29T16:41:00,0.005,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-03-29T16:03:00,2019-03-29T16:39:00,2.168,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-03-29T14:25:00,2019-03-29T15:35:00,4.051,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-03-28T12:19:00,2019-03-28T13:21:00,6.943,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-03-28T09:54:00,2019-03-28T10:37:00,4.481,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-03-28T07:29:00,2019-03-28T09:02:00,10.334,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-03-27T09:41:00,2019-03-27T10:29:00,3.525,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-03-26T12:24:00,2019-03-26T13:10:00,5.163,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-03-25T18:02:00,2019-03-25T19:42:00,6.043,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-03-25T11:34:00,2019-03-25T12:22:00,17.033,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-03-25T11:33:00,2019-03-25T11:34:00,0.001,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-03-25T11:32:00,2019-03-25T11:32:00,0.003,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-03-22T09:42:00,2019-03-22T10:35:00,3.953,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-03-21T19:49:00,2019-03-21T22:35:00,19.371,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-03-20T18:02:00,2019-03-20T21:56:00,25.655,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-03-19T20:44:00,2019-03-19T21:03:00,1.155,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-03-18T14:02:00,2019-03-18T14:02:00,0.001,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-03-18T13:34:00,2019-03-18T14:01:00,9.788,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-03-15T20:27:00,2019-03-15T21:27:00,3.579,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-03-10T17:27:00,2019-03-10T18:56:00,6.596,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-03-09T16:32:00,2019-03-09T19:36:00,20.085,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-03-09T13:00:00,2019-03-09T13:46:00,2.791,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-03-08T16:03:00,2019-03-08T18:41:00,17.266,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-03-07T12:44:00,2019-03-07T14:21:00,10.656,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-03-07T11:41:00,2019-03-07T12:16:00,3.825,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-03-07T10:21:00,2019-03-07T11:25:00,7.100,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/zasuvka-230v,2019-03-20T07:00:00,2019-03-20T13:57:00,9.979,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/zasuvka-230v,2019-03-20T06:24:00,2019-03-20T06:52:00,0.370,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-30T16:40:00,2019-04-30T17:45:00,7.108,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-30T15:52:00,2019-04-30T16:25:00,3.666,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-29T16:34:00,2019-04-29T16:53:00,2.239,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-29T14:05:00,2019-04-29T16:28:00,15.619,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-28T19:07:00,2019-04-28T20:30:00,25.148,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-28T17:49:00,2019-04-28T19:01:00,7.858,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-28T13:27:00,2019-04-28T13:29:00,0.003,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-28T13:23:00,2019-04-28T13:25:00,0.003,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-28T13:20:00,2019-04-28T13:22:00,0.003,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-28T13:11:00,2019-04-28T13:19:00,0.841,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-28T11:31:00,2019-04-28T12:36:00,7.043,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-28T07:24:00,2019-04-28T10:08:00,36.950,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-26T20:38:00,2019-04-26T21:02:00,8.184,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-26T19:58:00,2019-04-26T20:31:00,3.669,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-26T19:23:00,2019-04-26T19:58:00,2.040,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-26T11:53:00,2019-04-26T12:49:00,6.259,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-26T11:01:00,2019-04-26T11:50:00,5.410,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-26T08:48:00,2019-04-26T09:27:00,4.266,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-25T15:45:00,2019-04-25T16:30:00,4.930,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-25T13:15:00,2019-04-25T15:00:00,11.560,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-25T12:47:00,2019-04-25T13:14:00,2.916,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-25T07:14:00,2019-04-25T07:54:00,3.408,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-24T18:19:00,2019-04-24T19:51:00,5.553,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-24T15:00:00,2019-04-24T16:48:00,11.879,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-24T08:46:00,2019-04-24T09:44:00,5.544,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-23T21:31:00,2019-04-23T23:01:00,9.713,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-23T14:16:00,2019-04-23T18:19:00,26.643,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-23T12:35:00,2019-04-23T13:31:00,6.205,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-22T19:03:00,2019-04-22T01:31:00,36.493,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-21T20:40:00,2019-04-21T22:28:00,5.876,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-21T08:32:00,2019-04-21T11:14:00,46.059,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-20T15:13:00,2019-04-20T16:18:00,7.208,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-20T10:32:00,2019-04-20T12:14:00,11.230,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-20T09:40:00,2019-04-20T09:58:00,2.010,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-18T16:07:00,2019-04-18T18:18:00,14.484,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-18T14:53:00,2019-04-18T14:56:00,0.349,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-18T11:54:00,2019-04-18T12:45:00,5.705,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-17T22:33:00,2019-04-17T05:00:00,36.120,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-16T19:00:00,2019-04-16T19:18:00,1.070,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-16T14:41:00,2019-04-16T15:25:00,2.686,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-16T12:43:00,2019-04-16T14:24:00,11.029,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-15T07:33:00,2019-04-15T11:31:00,25.576,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-15T07:31:00,2019-04-15T07:32:00,0.116,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-14T16:41:00,2019-04-14T17:17:00,3.973,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-12T17:27:00,2019-04-12T18:05:00,2.275,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-12T15:59:00,2019-04-12T16:30:00,1.824,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-11T19:46:00,2019-04-11T21:22:00,5.769,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-09T12:57:00,2019-04-09T12:58:00,0.001,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-09T12:53:00,2019-04-09T12:53:00,0.001,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-09T12:36:00,2019-04-09T12:36:00,0.003,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-09T12:35:00,2019-04-09T12:36:00,0.001,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-09T12:34:00,2019-04-09T12:34:00,0.001,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-09T12:33:00,2019-04-09T12:33:00,0.001,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-09T12:24:00,2019-04-09T12:24:00,0.001,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-09T12:23:00,2019-04-09T12:23:00,0.001,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-09T11:49:00,2019-04-09T12:06:00,6.086,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-07T09:27:00,2019-04-07T11:18:00,31.286,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-05T19:19:00,2019-04-05T22:53:00,11.290,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-05T16:41:00,2019-04-05T17:44:00,23.323,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/zasuvka-230v,2019-04-28T13:36:00,2019-04-28T18:14:00,10.394,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/zasuvka-230v,2019-04-28T13:32:00,2019-04-28T13:35:00,0.094,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/zasuvka-230v,2019-04-26T19:26:00,2019-04-26T20:48:00,2.115,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/zasuvka-230v,2019-04-12T16:50:00,2019-04-12T18:01:00,2.191,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/zasuvka-230v,2019-04-11T19:48:00,2019-04-11T20:20:00,1.203,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/zasuvka-230v,2019-04-11T11:58:00,2019-04-11T12:49:00,1.500,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/zasuvka-230v,2019-04-09T13:03:00,2019-04-09T13:56:00,2.448,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/zasuvka-230v,2019-04-08T16:30:00,2019-04-08T16:50:00,0.826,KWH
https://data.zdarns.cz/zdroj/stará-radnice/stojan-1,2019-04-05T13:42:00,2019-04-05T13:43:00,0.001,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-30T19:43:00,2019-05-30T22:20:00,12.823,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-30T12:17:00,2019-05-30T12:50:00,3.595,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-29T20:26:00,2019-05-29T21:54:00,5.155,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-29T19:09:00,2019-05-29T19:29:00,1.184,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-29T07:31:00,2019-05-29T09:04:00,10.305,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-28T17:46:00,2019-05-28T18:52:00,7.289,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-28T11:31:00,2019-05-28T12:08:00,4.126,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-28T08:10:00,2019-05-28T08:38:00,2.741,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-26T20:05:00,2019-05-26T20:39:00,3.645,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-26T15:53:00,2019-05-26T18:36:00,7.398,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-26T10:45:00,2019-05-26T11:15:00,3.288,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-24T08:00:00,2019-05-24T08:44:00,4.851,KWH
